FLOOR,BEDROOM,BATHROOM,parking_missing,price_in_crore,Land_in_aana,LAND_squared,City,road_access_in_feet,facing,AGE,car_parking,bike_parking
2.5,5.0,6.0,1,5.0,4.0,16.0,lalitpur,13.5,west,13,0,0
2.5,4.0,4.0,1,11.5,12.0,144.0,lalitpur,26.0,north,7,0,0
2.5,5.0,4.0,1,3.5,3.3,10.889999999999999,lalitpur,22.0,west,11,0,0
5.0,8.0,5.0,1,4.8,5.0,25.0,lalitpur,22.0,east,6,0,0
3.0,6.0,3.0,1,3.25,5.2,27.040000000000003,kathmandu,13.0,east,5,0,0
3.5,6.0,4.0,1,17.0,14.0,196.0,lalitpur,16.5,east,6,0,0
2.5,5.0,4.0,1,3.5,4.1,16.81,lalitpur,20.0,east,33,0,0
2.5,4.0,5.0,1,4.1,5.0,25.0,lalitpur,20.0,east,5,0,0
2.0,6.0,5.0,1,7.0,6.3,39.69,kathmandu,11.0,south,7,0,0
2.0,4.0,4.0,1,8.5,8.0,64.0,lalitpur,32.0,north,19,0,0
5.0,10.0,8.0,1,19.0,10.2,104.03999999999999,kathmandu,13.0,south-west,6,0,0
2.5,4.0,3.0,1,2.2,9.2,84.63999999999999,lalitpur,20.0,east,24,0,0
2.5,5.0,4.0,1,10.2,9.0,81.0,kathmandu,20.0,west,16,0,0
2.5,5.0,4.0,1,9.5,10.0,100.0,kathmandu,13.0,south,17,0,0
2.5,5.0,3.0,1,3.9,5.0,25.0,kathmandu,13.0,north-east,19,0,0
2.5,6.0,3.0,1,2.7,3.1,9.610000000000001,kathmandu,13.0,south-east,6,0,0
1.0,2.0,1.0,1,1.3,3.0,9.0,kathmandu,13.0,east,17,0,0
2.0,4.0,3.0,1,4.05,5.5,30.25,lalitpur,13.0,north-east,32,0,0
4.0,6.0,4.0,1,3.25,2.2,4.840000000000001,kathmandu,26.0,east,5,0,0
2.5,6.0,4.0,1,3.3,6.0,36.0,kathmandu,13.0,south-east,7,0,0
2.5,6.0,6.0,1,6.25,6.2,38.440000000000005,kathmandu,15.0,north-east,8,0,0
2.5,4.0,3.0,1,2.05,3.0,9.0,kathmandu,10.0,west,5,0,0
2.5,4.0,4.0,1,5.0,7.0,49.0,kathmandu,13.0,south,6,0,0
2.5,5.0,3.0,1,2.6,3.3,10.889999999999999,lalitpur,13.0,north-east,12,0,0
2.5,3.0,4.0,1,2.35,3.1,9.610000000000001,lalitpur,13.0,north,6,0,0
4.5,12.0,4.0,1,7.0,9.1,82.80999999999999,lalitpur,10.0,east,9,0,0
3.0,5.0,4.0,1,2.95,3.3,10.889999999999999,kathmandu,15.0,west,7,0,0
3.5,6.0,5.0,1,9.5,17.0,289.0,kathmandu,17.0,east,9,0,0
2.5,11.0,2.0,1,3.25,4.0,16.0,kathmandu,13.0,east,10,0,0
2.5,6.0,4.0,1,7.35,6.0,36.0,kathmandu,18.0,north-east,6,0,0
2.5,4.0,4.0,1,3.2,4.0,16.0,kathmandu,20.0,north,9,0,0
2.5,5.0,5.0,1,2.5,3.5,12.25,kathmandu,20.0,south,10,0,0
2.5,5.0,5.0,1,12.5,18.0,324.0,kathmandu,15.0,east,9,0,0
2.5,5.0,5.0,1,3.25,3.5,12.25,kathmandu,14.0,south-west,6,0,0
5.0,12.0,5.0,1,16.0,16.0,256.0,kathmandu,20.0,south,9,0,0
3.5,7.0,4.0,1,13.0,16.0,256.0,kathmandu,20.0,west,8,0,0
2.5,4.0,3.0,1,2.5,3.1,9.610000000000001,kathmandu,16.0,north-east,8,0,0
2.5,5.0,2.0,1,2.9,2.3,5.289999999999999,kathmandu,20.0,east,22,0,0
3.0,5.0,5.0,1,19.0,16.0,256.0,lalitpur,18.0,west,12,0,0
3.0,5.0,4.0,1,4.1,5.2,27.040000000000003,kathmandu,13.0,south-west,18,0,0
2.5,4.0,3.0,1,4.5,7.0,49.0,kathmandu,15.0,east,7,0,0
2.5,4.0,3.0,1,5.0,5.2,27.040000000000003,lalitpur,20.0,south-west,7,0,0
2.5,6.0,4.0,1,9.5,11.0,121.0,bhaktapur,17.0,north-west,7,0,0
2.5,3.0,4.0,1,4.75,6.1,37.209999999999994,kathmandu,15.0,south-east,7,0,0
3.5,7.0,6.0,1,8.75,6.3,39.69,kathmandu,20.0,south,10,0,0
3.5,8.0,4.0,1,3.5,5.0,25.0,lalitpur,10.0,east,24,0,0
4.0,8.0,4.0,1,5.35,8.1,65.61,kathmandu,12.0,north-west,14,0,0
2.5,6.0,4.0,1,3.9,4.0,16.0,kathmandu,14.0,south,8,0,0
3.0,6.0,3.0,1,3.5,4.0,16.0,kathmandu,22.0,west,10,0,0
2.5,5.0,4.0,1,2.5,3.2,10.240000000000002,kathmandu,10.0,west,10,0,0
2.5,6.0,4.0,1,7.5,6.0,36.0,lalitpur,20.0,south-east,6,0,0
2.5,3.0,4.0,1,3.15,4.0,16.0,kathmandu,13.0,east,12,0,0
2.0,6.0,4.0,1,2.65,3.3,10.889999999999999,kathmandu,13.0,east,6,0,0
2.5,6.0,3.0,1,3.5,5.0,25.0,kathmandu,14.0,west,8,0,0
2.5,4.0,5.0,1,5.5,11.0,121.0,kathmandu,15.0,east,12,0,0
2.5,5.0,6.0,1,4.9,5.1,26.009999999999998,kathmandu,13.0,east,10,0,0
2.5,7.0,4.0,1,2.85,4.0,16.0,kathmandu,13.0,west,10,0,0
2.5,4.0,4.0,1,2.15,2.2,4.840000000000001,kathmandu,9.0,west,6,0,0
2.5,4.0,4.0,1,2.2,3.0,9.0,kathmandu,10.0,south,17,0,0
2.5,6.0,5.0,1,2.2,3.0,9.0,kathmandu,26.0,north,12,0,0
2.5,4.0,5.0,1,2.4,3.0,9.0,kathmandu,10.0,west,17,0,0
2.5,6.0,3.0,1,8.8,12.0,144.0,kathmandu,15.0,east,13,0,0
3.0,4.0,3.0,1,3.65,6.2,38.440000000000005,kathmandu,13.0,north-east,12,0,0
2.5,6.0,4.0,1,2.7,3.3,10.889999999999999,lalitpur,13.0,east,17,0,0
2.5,5.0,4.0,1,3.3,4.0,16.0,lalitpur,13.5,west,13,0,0
3.0,5.0,4.0,1,2.7,3.1,9.610000000000001,lalitpur,13.0,south,3,0,0
2.5,4.0,4.0,1,4.65,4.0,16.0,lalitpur,14.0,south-east,6,0,0
3.0,3.0,3.0,1,2.0,5.1,26.009999999999998,kathmandu,26.0,south,9,0,0
2.5,5.0,2.0,1,3.6,7.0,49.0,lalitpur,20.0,north-east,12,0,0
3.5,5.0,4.0,1,2.7,4.0,16.0,kathmandu,10.0,north,10,0,0
2.0,5.0,4.0,1,3.0,3.0,9.0,lalitpur,12.0,west,10,0,0
2.5,5.0,4.0,1,5.1,5.0,25.0,lalitpur,20.0,west,3,0,0
3.0,6.0,3.0,1,2.98,4.1,16.81,kathmandu,13.0,east,27,0,0
2.5,7.0,4.0,1,13.0,1.3,1.6900000000000002,lalitpur,12.0,south,10,0,0
2.5,5.0,3.0,1,4.8,8.3,68.89000000000001,kathmandu,15.0,east,13,0,0
2.5,6.0,5.0,1,21.0,18.0,324.0,lalitpur,20.0,east,13,0,0
2.5,5.0,3.0,1,2.35,3.0,9.0,lalitpur,13.0,east,3,0,0
4.5,13.0,9.0,1,7.0,10.0,100.0,lalitpur,13.0,south,6,0,0
2.5,6.0,2.0,1,2.5,3.2,10.240000000000002,kathmandu,13.0,south,10,0,0
2.5,5.0,4.0,1,11.5,18.0,324.0,kathmandu,13.0,south-west,10,0,0
2.5,5.0,4.0,1,2.85,4.0,16.0,kathmandu,13.5,south,3,0,0
2.5,4.0,3.0,1,2.75,4.1,16.81,kathmandu,16.0,south-east,22,0,0
2.5,4.0,3.0,1,2.95,4.2,17.64,kathmandu,16.0,south,10,0,0
7.0,5.0,4.0,1,40.0,15.0,225.0,kathmandu,10.0,south-west,10,0,0
3.0,7.0,5.0,1,4.8,6.2,38.440000000000005,kathmandu,13.0,north-east,9,0,0
3.0,7.0,4.0,1,3.2,3.5,12.25,kathmandu,20.0,west,6,0,0
2.5,5.0,5.0,1,3.15,5.0,25.0,kathmandu,13.0,east,13,0,0
4.5,21.0,21.0,1,6.15,2.2,4.840000000000001,kathmandu,20.0,south-east,4,0,0
1.0,3.0,1.0,1,1.5,2.2,4.840000000000001,kathmandu,10.0,south,6,0,0
2.5,5.0,3.0,1,2.3,3.2,10.240000000000002,kathmandu,10.0,south,21,0,0
2.0,4.0,2.0,1,2.0,3.1,9.610000000000001,bhaktapur,20.0,unknown,13,0,0
2.5,6.0,3.0,1,5.75,9.1,82.80999999999999,kathmandu,10.0,west,11,0,0
2.5,3.0,4.0,1,1.2,2.3,5.289999999999999,kathmandu,4.0,north-east,3,0,0
2.5,4.0,2.0,1,2.0,3.1,9.610000000000001,kathmandu,10.0,north,9,0,0
2.5,4.0,4.0,1,3.0,4.0,16.0,kathmandu,10.0,east,6,0,0
3.5,6.0,4.0,1,2.68,3.2,10.240000000000002,kathmandu,10.0,south-east,12,0,0
2.5,6.0,4.0,1,3.0,4.0,16.0,lalitpur,20.0,south-west,3,0,0
3.5,6.0,5.0,1,3.1,3.2,10.240000000000002,kathmandu,20.0,east,10,0,0
3.0,9.0,10.0,1,9.5,14.0,196.0,kathmandu,20.0,north,10,0,0
2.5,3.0,3.0,1,4.25,6.0,36.0,lalitpur,15.0,east,13,0,0
3.5,3.0,5.0,1,5.0,4.2,17.64,kathmandu,36.0,north-east,13,0,0
2.5,13.0,5.0,1,5.35,8.0,64.0,kathmandu,13.0,west,3,0,0
2.5,4.0,3.0,1,2.6,3.0,9.0,lalitpur,13.0,east,3,0,0
2.5,5.0,3.0,1,2.4,3.1,9.610000000000001,kathmandu,13.0,west,6,0,0
2.5,2.0,2.0,1,3.0,3.7,13.690000000000001,kathmandu,12.0,south-east,9,0,0
2.5,4.0,5.0,1,5.5,5.0,25.0,lalitpur,16.0,south-west,6,0,0
2.5,9.0,6.0,1,4.65,7.0,49.0,kathmandu,15.0,west,10,0,0
2.5,4.0,5.0,1,3.6,4.0,16.0,kathmandu,15.0,west,10,0,0
3.5,6.0,4.0,1,2.75,4.0,16.0,kathmandu,12.0,north,10,0,0
2.5,6.0,5.0,1,4.25,5.0,25.0,kathmandu,18.0,south,3,0,0
4.0,16.0,4.0,1,4.25,4.2,17.64,lalitpur,36.0,north-east,22,0,0
2.5,5.0,4.0,1,4.5,4.0,16.0,kathmandu,16.0,south,10,0,0
2.5,6.0,3.0,1,2.7,3.2,10.240000000000002,kathmandu,13.0,north,10,0,0
2.5,4.0,4.0,1,2.85,3.2,10.240000000000002,kathmandu,16.0,east,6,0,0
3.0,4.0,4.0,1,3.55,3.0,9.0,kathmandu,12.0,north-east,9,0,0
2.5,4.0,4.0,1,2.9,4.2,17.64,kathmandu,13.0,east,6,0,0
2.5,5.0,4.0,1,3.2,4.2,17.64,lalitpur,20.0,west,10,0,0
2.5,4.0,4.0,1,3.0,4.2,17.64,kathmandu,20.0,east,10,0,0
3.0,5.0,5.0,1,7.75,8.1,65.61,kathmandu,20.0,east,7,0,0
3.0,8.0,4.0,1,1.4,3.0,9.0,kathmandu,13.0,west,24,0,0
3.0,4.0,5.0,1,5.0,5.1,26.009999999999998,kathmandu,16.0,east,12,0,0
1.0,2.0,1.0,1,1.65,3.0,9.0,lalitpur,13.0,south,12,0,0
6.0,15.0,8.0,1,14.0,9.0,81.0,kathmandu,26.0,west,10,0,0
3.0,4.0,4.0,1,2.4,3.0,9.0,lalitpur,13.0,south,24,0,0
3.0,5.0,3.0,1,2.8,3.3,10.889999999999999,kathmandu,13.0,north-east,12,0,0
2.5,6.0,5.0,1,9.2,10.0,100.0,kathmandu,20.0,south-east,12,0,0
3.5,7.0,4.0,1,3.5,4.0,16.0,kathmandu,13.0,west,24,0,0
2.5,6.0,4.0,1,2.75,3.0,9.0,kathmandu,26.0,north,4,0,0
3.0,8.0,6.0,1,2.85,4.0,16.0,kathmandu,13.0,south-east,6,0,0
2.5,7.0,7.0,1,3.65,6.1,37.209999999999994,kathmandu,14.0,south,9,0,0
2.5,6.0,5.0,1,4.5,5.0,25.0,kathmandu,15.0,north-east,6,0,0
2.5,8.0,4.0,1,2.0,8.0,64.0,kathmandu,16.0,south,10,0,0
2.5,7.0,5.0,1,7.2,8.0,64.0,kathmandu,20.0,west,10,0,0
2.5,4.0,4.0,1,2.5,3.2,10.240000000000002,kathmandu,16.0,south,10,0,0
2.5,4.0,3.0,1,3.0,4.2,17.64,lalitpur,8.0,north,7,0,0
2.5,5.0,3.0,1,2.6,3.2,10.240000000000002,kathmandu,13.0,east,24,0,0
2.5,6.0,5.0,1,1.85,2.7,7.290000000000001,kathmandu,13.0,south,14,0,0
2.5,5.0,4.0,1,4.5,4.3,18.49,kathmandu,13.0,south,3,0,0
3.0,6.0,4.0,1,4.5,5.0,25.0,kathmandu,13.0,north,10,0,0
2.5,4.0,4.0,1,3.95,5.0,25.0,lalitpur,13.0,east,10,0,0
3.0,3.0,3.0,1,4.5,4.2,17.64,kathmandu,20.0,south-west,7,0,0
1.0,2.0,1.0,1,1.25,3.0,9.0,kathmandu,20.0,west,24,0,0
3.0,5.0,4.0,1,4.1,4.0,16.0,kathmandu,20.0,south-east,14,0,0
3.0,4.0,4.0,1,3.8,3.3,10.889999999999999,lalitpur,13.0,east,12,0,0
3.0,6.0,4.0,1,3.75,4.0,16.0,kathmandu,13.0,east,24,0,0
2.5,6.0,7.0,1,6.5,6.2,38.440000000000005,kathmandu,14.0,east,7,0,0
2.0,4.0,5.0,1,9.0,8.0,64.0,lalitpur,20.0,south,12,0,0
2.5,3.0,3.0,1,2.49,2.3,5.289999999999999,lalitpur,20.0,north,12,0,0
2.0,4.0,4.0,1,4.5,5.0,25.0,lalitpur,16.0,south,6,0,0
2.0,3.0,2.0,1,1.4,3.2,10.240000000000002,bhaktapur,14.0,west,10,0,0
3.0,5.0,5.0,1,5.95,6.0,36.0,kathmandu,13.0,south,6,0,0
3.5,8.0,4.0,1,3.5,4.0,16.0,kathmandu,13.0,north,9,0,0
2.5,5.0,4.0,1,3.0,4.3,18.49,kathmandu,12.0,west,6,0,0
2.5,4.0,5.0,1,5.0,5.1,26.009999999999998,kathmandu,15.0,east,10,0,0
2.5,5.0,4.0,1,4.5,5.2,27.040000000000003,kathmandu,13.0,south-west,10,0,0
2.5,4.0,4.0,1,4.65,4.2,17.64,lalitpur,20.0,south-west,10,0,0
2.5,6.0,4.0,1,8.2,10.0,100.0,kathmandu,23.0,south,14,0,0
2.5,4.0,4.0,1,2.5,1.3,1.6900000000000002,kathmandu,30.0,east,17,0,0
2.5,5.0,4.0,1,2.98,4.1,16.81,kathmandu,13.0,south,6,0,0
1.5,8.0,4.0,1,1.9,3.0,9.0,kathmandu,13.0,unknown,3,0,0
2.5,6.0,3.0,1,2.9,4.0,16.0,kathmandu,12.0,north,12,0,0
2.5,7.0,6.0,1,9.6,16.0,256.0,kathmandu,15.0,south-east,6,0,0
2.5,4.0,3.0,1,2.3,4.0,16.0,kathmandu,13.0,north-east,10,0,0
1.0,2.0,2.0,1,1.25,4.0,16.0,kathmandu,20.0,north,10,0,0
3.5,7.0,4.0,1,5.5,6.0,36.0,lalitpur,16.0,east,6,0,0
2.0,5.0,5.0,1,12.5,3.0,9.0,kathmandu,18.0,south-east,9,0,0
2.5,6.0,5.0,1,6.75,6.1,37.209999999999994,kathmandu,12.0,north-east,6,0,0
2.0,5.0,6.0,1,15.0,8.0,64.0,lalitpur,13.5,south,10,0,0
3.5,6.0,5.0,1,3.6,5.0,25.0,kathmandu,13.0,north,10,0,0
2.5,6.0,6.0,1,3.5,3.0,9.0,kathmandu,20.0,east,10,0,0
2.5,5.0,5.0,1,4.25,3.3,10.889999999999999,kathmandu,16.0,south,19,0,0
2.5,4.0,4.0,1,5.3,5.2,27.040000000000003,lalitpur,13.0,south-west,12,0,0
2.5,5.0,4.0,1,4.0,5.0,25.0,lalitpur,20.0,west,7,0,0
2.5,6.0,7.0,1,15.0,8.2,67.24,lalitpur,13.0,south,9,0,0
2.5,5.0,5.0,1,3.65,6.2,38.440000000000005,kathmandu,15.0,east,19,0,0
2.5,4.0,4.0,1,3.99,5.0,25.0,lalitpur,15.0,east,17,0,0
2.5,6.0,5.0,1,3.85,4.2,17.64,kathmandu,20.0,south-east,7,0,0
2.5,6.0,5.0,1,3.85,5.0,25.0,kathmandu,13.0,north-east,8,0,0
2.0,4.0,3.0,1,6.74,10.2,104.03999999999999,kathmandu,20.0,north-west,7,0,0
2.5,5.0,6.0,1,11.0,15.0,225.0,kathmandu,15.0,north-east,7,0,0
1.0,2.0,1.0,1,1.4,3.2,10.240000000000002,kathmandu,20.0,east,10,0,0
2.5,11.0,5.0,1,3.15,4.0,16.0,kathmandu,13.0,south,9,0,0
2.5,5.0,4.0,1,4.75,4.2,17.64,lalitpur,13.0,south-east,9,0,0
2.5,6.0,4.0,1,3.7,4.5,20.25,lalitpur,22.0,north,11,0,0
2.5,5.0,3.0,1,2.5,4.0,16.0,kathmandu,12.0,south-east,9,0,0
2.5,4.0,3.0,1,1.85,4.2,17.64,lalitpur,26.0,west,12,0,0
3.5,10.0,3.0,1,2.1,3.3,10.889999999999999,bhaktapur,10.0,east,8,0,0
2.5,6.0,4.0,1,3.5,6.0,36.0,lalitpur,22.0,north-east,7,0,0
2.5,4.0,4.0,1,2.75,4.0,16.0,lalitpur,17.0,west,9,0,0
3.5,10.0,3.0,1,1.9,3.0,9.0,kathmandu,19.0,north-west,22,0,0
2.5,5.0,4.0,1,1.9,3.2,10.240000000000002,kathmandu,13.0,north,17,0,0
3.0,8.0,4.0,1,5.25,8.0,64.0,kathmandu,12.0,east,7,0,0
2.5,8.0,4.0,1,1.98,3.0,9.0,kathmandu,13.0,unknown,7,0,0
2.5,5.0,4.0,1,4.5,8.0,64.0,kathmandu,13.0,north-east,7,0,0
2.5,4.0,4.0,1,2.65,3.2,10.240000000000002,lalitpur,11.0,north-west,6,0,0
2.5,6.0,3.0,1,4.5,6.1,37.209999999999994,lalitpur,12.0,west,6,0,0
2.5,11.0,9.0,1,11.0,9.0,81.0,kathmandu,18.0,north,26,0,0
2.5,6.0,1.0,1,2.75,3.2,10.240000000000002,lalitpur,20.0,south-west,9,0,0
2.5,5.0,5.0,1,4.5,5.2,27.040000000000003,kathmandu,13.0,west,8,0,0
2.5,7.0,4.0,1,4.25,5.2,27.040000000000003,lalitpur,18.0,west,22,0,0
2.5,6.0,3.0,1,6.25,8.0,64.0,bhaktapur,16.0,south-east,17,0,0
2.0,4.0,3.0,1,4.2,8.2,67.24,lalitpur,13.0,north-east,7,0,0
1.0,4.0,4.0,1,1.55,3.0,9.0,kathmandu,20.0,south,6,0,0
2.5,5.0,4.0,1,3.35,4.0,16.0,kathmandu,15.5,unknown,6,0,0
3.5,5.0,3.0,1,3.25,3.3,10.889999999999999,kathmandu,16.0,west,26,0,0
2.5,3.0,3.0,1,2.9,3.0,9.0,lalitpur,26.0,south-east,9,0,0
2.5,4.0,4.0,1,3.2,4.0,16.0,kathmandu,20.0,south,12,0,0
2.5,5.0,4.0,1,3.25,4.1,16.81,kathmandu,20.0,south,7,0,0
2.0,5.0,4.0,1,4.95,4.0,16.0,kathmandu,12.0,west,9,0,0
2.5,3.0,3.0,1,5.5,5.0,25.0,lalitpur,18.0,east,22,0,0
2.5,5.0,4.0,1,4.25,5.0,25.0,kathmandu,18.0,north,17,0,0
2.5,4.0,4.0,1,7.75,9.2,84.63999999999999,lalitpur,16.0,east,7,0,0
2.0,5.0,2.0,1,2.0,3.0,9.0,kathmandu,13.0,east,7,0,0
2.5,6.0,5.0,1,4.8,4.0,16.0,kathmandu,25.0,north-east,8,0,0
1.0,5.0,4.0,1,10.5,10.0,100.0,bhaktapur,20.0,east,6,0,0
2.5,4.0,4.0,1,4.0,3.0,9.0,lalitpur,20.0,east,9,0,0
2.5,6.0,3.0,1,3.6,5.0,25.0,lalitpur,49.2,south-east,22,0,0
2.5,5.0,4.0,1,3.65,3.2,10.240000000000002,lalitpur,20.0,north,17,0,0
2.5,5.0,5.0,1,5.35,5.2,27.040000000000003,kathmandu,21.0,east,6,0,0
2.5,5.0,4.0,1,5.0,5.1,26.009999999999998,kathmandu,15.0,north,6,0,0
2.5,4.0,5.0,1,5.5,5.0,25.0,lalitpur,20.0,south-west,6,0,0
2.0,6.0,6.0,1,3.5,3.2,10.240000000000002,kathmandu,20.0,east,11,0,0
2.5,4.0,4.0,1,3.0,4.0,16.0,lalitpur,0.0,north,9,0,0
3.5,8.0,4.0,1,2.6,3.0,9.0,kathmandu,10.0,north,13,0,0
2.5,5.0,4.0,1,1.95,3.2,10.240000000000002,kathmandu,13.0,east,9,0,0
2.0,5.0,4.0,1,13.0,6.0,36.0,kathmandu,20.0,south-east,22,0,0
2.5,4.0,5.0,1,4.5,5.0,25.0,kathmandu,20.0,north,4,0,0
4.5,10.0,8.0,1,10.5,7.1,50.41,kathmandu,16.0,south,8,0,0
2.5,4.0,3.0,1,7.0,7.0,49.0,kathmandu,12.0,east,7,0,0
3.0,5.0,4.0,1,3.5,3.0,9.0,kathmandu,13.0,north,6,0,0
2.5,4.0,4.0,1,2.05,2.2,4.840000000000001,lalitpur,13.0,north,4,0,0
1.5,4.0,2.0,1,3.0,4.0,16.0,kathmandu,13.0,south,3,0,0
2.5,4.0,2.0,1,2.25,2.2,4.840000000000001,kathmandu,10.0,north,22,0,0
3.0,5.0,3.0,1,2.4,3.0,9.0,kathmandu,11.0,south,7,0,0
2.5,5.0,4.0,1,6.5,6.0,36.0,kathmandu,15.0,unknown,8,0,0
2.5,3.0,4.0,1,5.5,4.2,17.64,lalitpur,18.0,south-east,6,0,0
2.5,8.0,4.0,1,1.85,3.2,10.240000000000002,kathmandu,10.0,unknown,26,0,0
2.5,5.0,4.0,1,9.0,12.1,146.41,kathmandu,16.0,south,11,0,0
2.5,4.0,5.0,1,4.0,4.0,16.0,lalitpur,26.0,east,12,0,0
1.0,4.0,4.0,1,1.6,3.1,9.610000000000001,kathmandu,13.0,east,8,0,0
3.0,6.0,5.0,1,3.9,5.0,25.0,kathmandu,20.0,north-west,22,0,0
2.0,4.0,3.0,1,6.25,9.2,84.63999999999999,kathmandu,13.0,south,6,0,0
2.0,3.0,3.0,1,6.25,10.0,100.0,kathmandu,13.0,south,6,0,0
3.5,6.0,7.0,1,8.5,7.0,49.0,kathmandu,15.0,east,11,0,0
2.5,5.0,4.0,1,3.2,4.0,16.0,kathmandu,15.0,east,9,0,0
2.5,6.0,5.0,1,7.0,8.0,64.0,kathmandu,20.0,west,12,0,0
2.5,5.0,5.0,1,3.15,3.2,10.240000000000002,kathmandu,20.0,north-east,8,0,0
3.0,5.0,4.0,1,3.3,4.2,17.64,kathmandu,16.0,unknown,9,0,0
2.5,5.0,5.0,1,5.75,6.0,36.0,kathmandu,15.0,south,22,0,0
3.5,5.0,4.0,1,2.95,6.0,36.0,kathmandu,10.0,east,8,0,0
3.0,5.0,3.0,1,10.0,8.0,64.0,kathmandu,16.0,south,8,0,0
2.5,5.0,5.0,1,6.75,8.0,64.0,kathmandu,15.0,south-east,9,0,0
2.5,5.0,4.0,1,3.35,5.0,25.0,kathmandu,13.0,south,12,0,0
2.5,5.0,5.0,1,17.5,17.0,289.0,kathmandu,15.0,south-east,8,0,0
2.5,4.0,4.0,1,4.15,4.0,16.0,kathmandu,17.0,north,13,0,0
2.5,3.0,3.0,1,3.0,3.1,9.610000000000001,lalitpur,13.0,south,9,0,0
2.5,5.0,3.0,1,2.1,3.0,9.0,kathmandu,10.0,south,22,0,0
3.0,6.0,5.0,1,2.6,4.0,16.0,kathmandu,13.0,north,17,0,0
2.5,4.0,5.0,1,3.1,4.0,16.0,lalitpur,15.0,south,6,0,0
2.5,4.0,5.0,1,1.6,2.2,4.840000000000001,kathmandu,12.0,south,6,0,0
2.5,6.0,5.0,1,3.35,4.0,16.0,kathmandu,13.0,east,6,0,0
5.5,15.0,7.0,1,4.5,3.2,10.240000000000002,kathmandu,12.0,east,6,0,0
2.5,5.0,6.0,1,1.4,6.0,36.0,lalitpur,15.0,south,26,0,0
2.5,3.0,3.0,1,1.8,10.0,100.0,lalitpur,15.0,north,11,0,0
1.5,5.0,4.0,1,3.45,4.0,16.0,lalitpur,13.0,east,12,0,0
1.5,4.0,1.0,1,1.45,3.0,9.0,lalitpur,11.0,north,8,0,0
1.0,4.0,4.0,1,1.85,3.2,10.240000000000002,kathmandu,13.0,south,9,0,0
2.5,5.0,4.0,1,1.75,3.2,10.240000000000002,kathmandu,13.0,east,9,0,0
2.5,4.0,4.0,1,4.4,3.3,10.889999999999999,lalitpur,20.0,north,9,0,0
2.5,7.0,4.0,1,3.6,4.1,16.81,lalitpur,20.0,north-east,12,0,0
2.5,4.0,5.0,1,7.5,7.3,53.29,kathmandu,24.0,south,8,0,0
3.0,7.0,5.0,1,3.95,5.0,25.0,kathmandu,13.0,south-east,13,0,0
6.0,14.0,6.0,1,4.5,4.2,17.64,kathmandu,13.0,east,20,0,0
2.5,6.0,3.0,1,3.0,4.2,17.64,kathmandu,12.0,north,22,0,0
2.5,6.0,5.0,1,3.38,4.2,17.64,kathmandu,13.0,north,8,0,0
2.5,5.0,4.0,1,1.85,3.0,9.0,kathmandu,12.0,south,7,0,0
2.5,5.0,4.0,1,2.0,3.0,9.0,lalitpur,26.0,south,9,0,0
1.0,2.0,1.0,1,1.4,3.0,9.0,kathmandu,12.0,south-west,17,0,0
2.5,5.0,4.0,1,2.6,4.0,16.0,kathmandu,13.0,north,6,0,0
5.0,10.0,6.0,1,11.0,10.2,104.03999999999999,kathmandu,12.0,north-east,6,0,0
2.5,6.0,4.0,1,2.85,4.0,16.0,kathmandu,15.0,west,6,0,0
2.0,4.0,3.0,1,3.9,4.3,18.49,kathmandu,16.0,north,26,0,0
2.5,4.0,4.0,1,2.9,2.9,8.41,lalitpur,20.0,south,9,0,0
2.5,4.0,4.0,1,1.75,2.5,6.25,lalitpur,13.0,south,12,0,0
2.5,6.0,2.0,1,3.35,4.5,20.25,kathmandu,13.0,north,8,0,0
2.0,4.0,4.0,1,2.65,3.3,10.889999999999999,bhaktapur,13.0,north-east,13,0,0
4.0,13.0,4.0,1,2.75,4.0,16.0,kathmandu,12.0,north,9,0,0
2.5,6.0,5.0,1,6.0,6.0,36.0,kathmandu,15.0,south-east,20,0,0
1.0,2.0,1.0,1,2.85,5.0,25.0,lalitpur,14.0,south,8,0,0
4.0,4.0,2.0,1,1.3,3.0,9.0,kathmandu,4.0,west,11,0,0
3.0,5.0,2.0,1,2.55,4.0,16.0,kathmandu,13.0,south,12,0,0
2.5,4.0,4.0,1,3.9,5.2,27.040000000000003,kathmandu,13.0,south-east,13,0,0
2.5,5.0,5.0,1,4.25,5.0,25.0,kathmandu,15.0,north,9,0,0
3.0,7.0,5.0,1,4.0,5.0,25.0,kathmandu,17.0,north,12,0,0
2.5,5.0,5.0,1,7.5,7.0,49.0,kathmandu,14.0,south-east,14,0,0
2.5,3.0,4.0,1,3.65,3.2,10.240000000000002,lalitpur,13.0,east,22,0,0
2.0,4.0,3.0,1,11.0,12.0,144.0,lalitpur,26.0,north,27,0,0
2.5,5.0,4.0,1,3.88,3.0,9.0,kathmandu,15.0,north,14,0,0
2.5,4.0,4.0,1,4.5,6.0,36.0,lalitpur,20.0,south-east,21,0,0
2.5,5.0,4.0,1,3.5,8.0,64.0,lalitpur,15.0,west,16,0,0
2.5,5.0,4.0,1,2.4,4.0,16.0,kathmandu,14.0,unknown,10,0,0
2.5,5.0,5.0,1,5.95,6.0,36.0,lalitpur,16.5,south-west,4,0,0
2.5,4.0,4.0,1,4.1,3.3,10.889999999999999,lalitpur,20.0,north,4,0,0
2.5,5.0,4.0,1,7.0,9.0,81.0,kathmandu,13.0,unknown,7,0,0
